Date,Ref No,Outlet,Point of Sales,Cashier,Membership No,Category,Item No,Item Name,Group,Sub-Group,Qty,Nett Sales,Hdr Remark,Line Remark,Line Info
2024-08-08,OR24080800520028,DORS,DO-P2,DS0004,WEB00301,ARTISAN OF SENSE,ARTS100024,Citrus . Lime Reed Diffuser 200ml,SMALL HOME FURNISHING,DIFFUSER,1,61.2,,,LOCAL/PR
2024-08-08,OR24080800520028,DORS,DO-P2,DS0004,WEB00301,SELENIGHT,SELE100033,Men's Ice-Cool Lounge Tee Black S,FASHION APPAREL,MENS TOP,1,44.1,,,LOCAL/PR
2024-08-14,OR24081400510026,DORS,DO-P1,DF0001,DO1100230136,BYU,BYU100001,Fort Dress Nude S/M ,Fashion Apparel,Dress,1,750.56,"
REFUND REASON: 1",,EXPATS
2024-08-08,OR24080800510041,DORS,DO-P1,DF0003,DO1100231979,SIMONE IRANI,SIMO100163,T-Back Maxi Dress Flare Emerald Green S/M ,FASHION APPAREL,T-Back Maxi,1,184.43,,,EXPATS
2024-07-31,OR24073100510027,DORS,DO-P1,DF0003,DO1100231855,BYU,BYU100002, Hexagon Cape  Top Navy S ,Fashion Apparel,Top,1,530.65,,,TOURIST
2024-09-21,OR24092100510084,DORS,DO-P1,DF0001,WALK-IN,BYU,BYU100009, Hexagon overcoat Coats Nude S ,Fashion Apparel,Coats,1,572.04,,,TOURIST
2024-08-08,OR24080800510041,DORS,DO-P1,DF0003,DO1100231979,SYSTEM,MEMBER,Membership signup,0,0,1,0,,,Expats
2024-08-17,OR24081700510067,DORS,DO-P1,DF0019,WALK-IN,BYU,BYU100010, Hexagon overcoat Coats Nude M ,Fashion Apparel,Coats,1,572.04,,,TOURIST
2024-08-08,OR24080800510042,DORS,DO-P1,DF0003,DO1100231980,SYSTEM,MEMBER,Membership signup,0,0,1,0,,,Local/PR
2024-08-08,OR24080800510042,DORS,DO-P1,DF0003,DO1100231980,SINGLAPA,SILA100010,[Singlapa] Singapore A-Z Tea Towel,SMALL HOME FURNISHING,TABLEWARE,1,25.92,,,LOCAL/PR
2024-08-08,OR24080800510042,DORS,DO-P1,DF0003,DO1100231980,SINGLAPA,SILA100010,[Singlapa] Singapore A-Z Tea Towel,SMALL HOME FURNISHING,TABLEWARE,1,25.92,,,LOCAL/PR
2024-08-08,OR24080800510042,DORS,DO-P1,DF0003,DO1100231980,TALKING TOES,TTOE100013,Talking Toes Ankle Socks,FASHION ACCESSORIES,SOCK,1,14.31,,,LOCAL/PR
2024-08-08,OR24080800510042,DORS,DO-P1,DF0003,DO1100231980,TALKING TOES,TTOE100011,Talking Toes Crew Socks,FASHION ACCESSORIES,SOCK,1,14.31,,,LOCAL/PR
2024-08-08,OR24080800510042,DORS,DO-P1,DF0003,DO1100231980,TALKING TOES,TTOE100011,Talking Toes Crew Socks,FASHION ACCESSORIES,SOCK,1,14.31,,,LOCAL/PR
2024-09-03,OR24090300510024,DORS,DO-P1,DF0024,WALK-IN,BYU,BYU100015,Hexagon Cape  Top Navy S ,Fashion Apparel,Cape,1,550.65,,,TOURIST
2024-08-08,OR24080800510043,DORS,DO-P1,DS0004,100219437,BASK,BISK100016,Silk Pillowcase Envelope Pillow Case Pink  ,SMALL HOME FURNISHING,CUSHION COVER,1,72.76,,,EXPATS
2024-08-08,OR24080800510043,DORS,DO-P1,DS0004,100219437,BASK,BISK100016,Silk Pillowcase Envelope Pillow Case Pink  ,SMALL HOME FURNISHING,CUSHION COVER,1,72.76,,,EXPATS
2024-08-08,OR24080800510043,DORS,DO-P1,DS0004,100219437,BASK,BISK100016,Silk Pillowcase Envelope Pillow Case Pink  ,SMALL HOME FURNISHING,CUSHION COVER,1,72.76,,,EXPATS
2024-08-08,OR24080800510045,DORS,DO-P1,DS0004,DO1100231981,SYSTEM,MEMBER,Membership signup,0,0,1,0,,,Tourist
2024-08-08,OR24080800510045,DORS,DO-P1,DS0004,DO1100231981,THE LAB FRAGRANCES,TLBF100004,The LAB Fragrances Ginger Perfume 100ml,BEAUTY AND WELLNESS,FRAGRANCE,1,178.2,,,TOURIST
2024-08-08,OR24080800520029,DORS,DO-P2,DS0004,WALK-IN,THE ANTECEDENT STORE,TASS100001,TAS CLASSIC EARRINGS,FASHION ACCESSORIES,EARRING,3,64.5,,,TOURIST
2024-08-08,OR24080800520030,DORS,DO-P2,DS0004,DO2100225262,TALKING TOES,TTOE100011,Talking Toes Crew Socks,FASHION ACCESSORIES,SOCK,3,42.93,,,
2024-08-08,OR24080800520030,DORS,DO-P2,DS0004,DO2100225262,SYSTEM,MEMBER,Membership signup,0,0,1,0,,,
2024-08-08,OR24080800520030,DORS,DO-P2,DS0004,DO2100225262,FRESHLY PRESSED SOCKS,FRPS100077,  R2 Socks Multi-colored  ,FASHION ACCESSORIES,SOCK,1,13.77,,,
2024-08-08,OR24080800520030,DORS,DO-P2,DS0004,DO2100225262,FRESHLY PRESSED SOCKS,FRPS100035,Singapore Skyline Socks Multi-Colored,FASHION ACCESSORIES,SOCK,1,13.77,,,
2024-08-08,OR24080800520030,DORS,DO-P2,DS0004,DO2100225262,FRESHLY PRESSED SOCKS,FRPS100014,MRT Socks Multi-Colored,FASHION ACCESSORIES,SOCK,1,13.77,,,
2024-08-08,OR24080800520031,DORS,DO-P2,DS0004,DO2100225263,SYSTEM,MEMBER,Membership signup,0,0,1,0,,,
2024-08-08,OR24080800520031,DORS,DO-P2,DS0004,DO2100225263,ARTISAN OF SENSE,ARTS100069,"Reed Diffuser - Bergamot, Rose & Cedarwood 200ml",SMALL HOME FURNISHING,DIFFUSER,1,61.2,,,TOURIST
2024-08-08,OR24080800510047,DORS,DO-P1,DF0003,DO1100231982,ROCKET EYEWEAR,RKEW100009,MTO Classic Sunglasses Rose-Tinted Crystal & Blush Raised Fit/Original,FASHION ACCESSORIES,EYE WEAR,1,179.1,,,LOCAL/PR
2024-08-08,OR24080800510047,DORS,DO-P1,DF0003,DO1100231982,SYSTEM,MEMBER,Membership signup,0,0,1,0,,,Local/PR
2024-08-08,OR24080800520032,DORS,DO-P2,DS0004,WEB00351,TALKING TOES,TTOE100011,Talking Toes Crew Socks,FASHION ACCESSORIES,SOCK,1,14.31,,,LOCAL/PR
2024-08-08,OR24080800520032,DORS,DO-P2,DS0004,WEB00351,TALKING TOES,TTOE100032,Talking Toes - Yummy Mamee Athletic Sock - S,FASHION ACCESSORIES,SOCK,1,15.21,,,LOCAL/PR
2024-08-08,OR24080800510049,DORS,DO-P1,DS0004,DO2100225215,STRAIT LIGHTS,STRL100032,Botanic Gardens Strait Scenes Bracelet - 16cm,FASHION ACCESSORIES,BRACELET,1,40.8,,,LOCAL/PR
2024-08-08,OR24080800510049,DORS,DO-P1,DS0004,DO2100225215,STRAIT LIGHTS,STRL100040,River Valley Bracelet 16cm,FASHION ACCESSORIES,BRACELET,1,40.8,,,LOCAL/PR
2024-08-08,OR24080800510050,DORS,DO-P1,DS0004,100222527,EXTRA NOODLES,EXNO100014, Street Einstein DOE T-Shirt Peanut Butter M,FASHION APPAREL,UNISEX TOP,1,53.91,,,LOCAL/PR
2024-08-08,OR24080800510051,DORS,DO-P1,DF0003,100218793,SINGLAPA,SILA100056,[Singlapa] Dragon Pouch,FASHION ACCESSORIES,BAG,1,25.11,,,LOCAL/PR
2024-08-08,OR24080800510051,DORS,DO-P1,DF0003,100218793,SINGLAPA,SILA100028,[Singlapa] Peranakan Tiles Coaster,SMALL HOME FURNISHING,TABLEWARE,1,14.31,,,LOCAL/PR
2024-08-08,OR24080800510051,DORS,DO-P1,DF0003,100218793,SINGLAPA,SILA100045,[Singlapa] Yellow Porcelain Tea Towel,SMALL HOME FURNISHING,TABLEWARE,1,25.92,,,LOCAL/PR
2024-08-08,OR24080800510052,DORS,DO-P1,DF0003,WALK-IN,THE ANTECEDENT STORE,TASS100001,TAS CLASSIC EARRINGS,FASHION ACCESSORIES,EARRING,1,38.41,,,LOCAL/PR
2024-08-08,OR24080800520033,DORS,DO-P2,DS0004,DO2100225264,TALKING TOES,TTOE100033,Talking Toes - Yummy Mamee Athletic Sock - M,FASHION ACCESSORIES,SOCK,1,15.21,,,LOCAL/PR
2024-08-08,OR24080800520033,DORS,DO-P2,DS0004,DO2100225264,TALKING TOES,TTOE100035,Talking Toes - Go for MILO Athletic Sock - M,FASHION ACCESSORIES,SOCK,1,15.21,,,LOCAL/PR
2024-08-08,OR24080800520033,DORS,DO-P2,DS0004,DO2100225264,SYSTEM,MEMBER,Membership signup,0,0,1,0,,,
2024-08-08,OR24080800510053,DORS,DO-P1,DF0003,10029281,FORBIDDEN HILL,FBHL100102,24mm - Silk Slides BNGL ACSY Dragon Red,FASHION ACCESSORIES,BRACELET,1,22.5,,,EXPATS
2024-08-08,OR24080800520034,DORS,DO-P2,DS0004,DO2100225265,SYSTEM,MEMBER,Membership signup,0,0,1,0,,,
2024-08-08,OR24080800520034,DORS,DO-P2,DS0004,DO2100225265,THE WILD ARTSCAPADE,WILD100028,Good Energy Cap Black Free size,FASHION ACCESSORIES,HEADWEAR,1,33.21,,,TOURIST
2024-08-08,OR24080800520034,DORS,DO-P2,DS0004,DO2100225265,STRAIT LIGHTS,STRL100039,Marina Bay Bracelet 16cm,FASHION ACCESSORIES,BRACELET,1,40.8,,,TOURIST
2024-08-08,OR24080800520034,DORS,DO-P2,DS0004,DO2100225265,STRAIT LIGHTS,STRL100038,Haji Lane Bracelet 16cm,FASHION ACCESSORIES,BRACELET,1,40.8,,,TOURIST
2024-08-08,OR24080800520034,DORS,DO-P2,DS0004,DO2100225265,STRAIT LIGHTS,STRL100036,Raffles Strait Scenes Bracelet - 16cm,FASHION ACCESSORIES,BRACELET,1,40.8,,,TOURIST
2024-08-08,OR24080800520034,DORS,DO-P2,DS0004,DO2100225265,STRAIT LIGHTS,STRL100015,Marina Bay Bracelet 17cm,FASHION ACCESSORIES,BRACELET,1,40.8,,,TOURIST
2024-08-08,OR24080800520034,DORS,DO-P2,DS0004,DO2100225265,REBEL WITH A HEART,RBWH100004,Pecan Kuih Kapit with Soy Sauce Confection  Petite ,FOOD,CONFECTION,1,16.68,,,TOURIST
2024-08-08,OR24080800520034,DORS,DO-P2,DS0004,DO2100225265,REBEL WITH A HEART,RBWH100002,Yuzu Pineapple Tart Confection  Petite ,FOOD,CONFECTION,1,16.68,,,TOURIST
2024-08-08,OR24080800510054,DORS,DO-P1,DF0003,DO1100225472,BAREBODIES,BARE100005,Nipstick - Clay 8cm,FASHION ACCESSORIES,LINGERIE,1,23.31,,,LOCAL/PR
2024-08-08,OR24080800510054,DORS,DO-P1,DF0003,DO1100225472,BAREBODIES,BARE100005,Nipstick - Clay 8cm,FASHION ACCESSORIES,LINGERIE,1,23.31,,,LOCAL/PR
2024-08-08,OR24080800520035,DORS,DO-P2,DS0004,WALK-IN,KELLY SER ATELIER,KELA100046,"Blue Bamboo Plate: Merlion  20cm
",SMALL HOME FURNISHING,PLATE,1,15,,,TOURIST
2024-08-08,OR24080800520035,DORS,DO-P2,DS0004,WALK-IN,KELLY SER ATELIER,KELA100048,Blue Bamboo Plate: Tiger Beer  20cm,SMALL HOME FURNISHING,PLATE,1,15,,,TOURIST
2024-08-08,OR24080800520035,DORS,DO-P2,DS0004,WALK-IN,KELLY SER ATELIER,KELA100047,Blue Bamboo Plate: Singapore Sling  20cm,SMALL HOME FURNISHING,PLATE,1,15,,,TOURIST
2024-08-08,OR24080800520035,DORS,DO-P2,DS0004,WALK-IN,KELLY SER ATELIER,KELA100049,Blue Bamboo Plate: Orchid  20cm,SMALL HOME FURNISHING,TRAY,1,15,,,TOURIST
2024-08-08,OR24080800510055,DORS,DO-P1,DF0003,100213687,ANS.EIN,ANSE100464,Ripple Kimono Straight Black M,FASHION APPAREL,DRESS,1,160.2,,,TOURIST
2024-08-08,OR24080800510057,DORS,DO-P1,DF0003,WEB00310,SPARROW GREEN,GRES100665, CAIT II classic midi drawstring utility cargo skirt  Alpine Free size,FASHION APPAREL,0,1,71.91,,,LOCAL/PR
2024-08-08,OR24080800510058,DORS,DO-P1,DF0014,100216228,LING WU,LGWU100243,ROLL 20 CORRUGATED GOLD CLUTCH,FASHION ACCESSORIES,BAG,1,339,,,LOCAL/PR
2024-08-08,OR24080800510058,DORS,DO-P1,DF0014,100216228,RE ERTH,REER100014,Omni Serum,BEAUTY AND WELLNESS,SKINCARE,1,108,,,LOCAL/PR
2024-08-08,OR24080800510058,DORS,DO-P1,DF0014,100216228,SOUL GOOD PROJECT,SGPJ100007,Rhubarb & Black Plum Scented Candle,SMALL HOME FURNISHING,CANDLE,1,44.82,,,LOCAL/PR
2024-08-08,OR24080800510060,DORS,DO-P1,DF0024,WALK-IN,TALKING TOES,TTOE100039,Talking Toes -  Childhood Toys Crew Sock - M,FASHION ACCESSORIES,SOCK,1,15.9,,,LOCAL/PR
2024-08-08,OR24080800510060,DORS,DO-P1,DF0024,WALK-IN,TALKING TOES,TTOE100035,Talking Toes - Go for MILO Athletic Sock - M,FASHION ACCESSORIES,SOCK,1,16.9,,,LOCAL/PR
2024-08-08,OR24080800510061,DORS,DO-P1,DF0024,DO1100231983,TALKING TOES,TTOE100077,Talking Toes - Slow Down Bagel Oversized Tee (Cocoa) M ,FASHION APPAREL,TEES,1,50.4,,,LOCAL/PR
2024-08-08,OR24080800510061,DORS,DO-P1,DF0024,DO1100231983,SYSTEM,MEMBER,Membership signup,0,0,1,0,,,Local/PR
2024-08-08,OR24080800510062,DORS,DO-P1,DF0024,DO1100231984,SYSTEM,MEMBER,Membership signup,0,0,1,0,,,Local/PR
2024-08-08,OR24080800510062,DORS,DO-P1,DF0024,DO1100231984,THE ANIMAL PROJECT,AMPJ100083,KEYCHAIN - PANDA,GIFTING / STATIONERY,STATIONERY,1,9.9,,,LOCAL/PR
2024-08-08,OR24080800510063,DORS,DO-P1,DF0024,WEB00359,TALKING TOES,TTOE100039,Talking Toes -  Childhood Toys Crew Sock - M,FASHION ACCESSORIES,SOCK,1,14.31,,,LOCAL/PR
2024-08-08,OR24080800510063,DORS,DO-P1,DF0024,WEB00359,TALKING TOES,TTOE100037,Talking Toes -  Kueh-zy Good Crew Sock - M,FASHION ACCESSORIES,SOCK,1,14.31,,,LOCAL/PR
2024-08-08,OR24080800510063,DORS,DO-P1,DF0024,WEB00359,TALKING TOES,TTOE100011,Talking Toes Crew Socks,FASHION ACCESSORIES,SOCK,1,14.31,,,LOCAL/PR
2024-08-08,OR24080800520036,DORS,DO-P2,DF0003,100225486,PHOTO PHACTORY,PHPH100046,SCARLET MERAKI COASTERS,SMALL HOME FURNISHING,TABLEWARE,1,64.6,,,LOCAL/PR
2024-08-08,OR24080800520036,DORS,DO-P2,DF0003,100225486,PHOTO PHACTORY,PHPH100039,PERANAKAN OHNG COLLECTION COASTERS,SMALL HOME FURNISHING,TABLEWARE,1,64.6,,,LOCAL/PR
2024-08-08,OR24080800520036,DORS,DO-P2,DF0003,100225486,PHOTO PHACTORY,PHPH100001,PERANAKAN TILES TRAY- EMERALD GREEN,SMALL HOME FURNISHING,TRAY,1,115.6,,,LOCAL/PR
2024-08-08,OR24080800520036,DORS,DO-P2,DF0003,100225486,SINGLAPA,SILA100038,[Singlapa] Phoenix Tea Towel,SMALL HOME FURNISHING,TABLEWARE,1,25.92,,,LOCAL/PR
2024-08-08,OR24080800520037,DORS,DO-P2,DF0003,WALK-IN,TALKING TOES,TTOE100011,Talking Toes Crew Socks,FASHION ACCESSORIES,SOCK,1,15.9,,,
2024-08-08,OR24080800510066,DORS,DO-P1,DF0024,WALK-IN,TRIOLOGIE,TRIO100002,TRIOLOGIE GARMENT $489 FS,FASHION APPAREL,0,1,430,,,LOCAL/PR
2024-08-08,OR24080800510067,DORS,DO-P1,DF0003,WEB00360,TALKING TOES,TTOE100031,Talking Toes - Pure Axe-citement Athletic Sock - M,FASHION ACCESSORIES,SOCK,2,33.8,,,LOCAL/PR
2024-08-08,OR24080800510068,DORS,DO-P1,DF0003,DO2100224996,SOUL GOOD PROJECT,SGPJ100002,Tea Lounge Scented Candle,SMALL HOME FURNISHING,CANDLE,1,44.82,,,LOCAL/PR
2024-08-08,OR24080800510069,DORS,DO-P1,DF0003,WALK-IN,TALKING TOES,TTOE100030,Talking Toes - Pure Axe-citement Athletic Sock - S,FASHION ACCESSORIES,SOCK,1,16.9,,,TOURIST
2024-08-08,OR24080800510070,DORS,DO-P1,DF0003,WALK-IN,THE ANTECEDENT STORE,TASS100001,TAS CLASSIC EARRINGS,FASHION ACCESSORIES,EARRING,3,64.5,,,TOURIST
2024-08-08,OR24080800510070,DORS,DO-P1,DF0003,WALK-IN,THE ANTECEDENT STORE,TASS100001,TAS CLASSIC EARRINGS,FASHION ACCESSORIES,EARRING,3,64.5,,,TOURIST
2024-08-08,OR24080800510001,DORS,DO-P1,DF0001,DO1100231963,SYSTEM,MEMBER,Membership signup,0,0,1,0,,,Tourist
2024-08-08,OR24080800510001,DORS,DO-P1,DF0001,DO1100231963,FRESHLY PRESSED SOCKS,FRPS100014,MRT Socks Multi-Colored,FASHION ACCESSORIES,SOCK,1,13.77,,,TOURIST
2024-08-08,OR24080800510001,DORS,DO-P1,DF0001,DO1100231963,FRESHLY PRESSED SOCKS,FRPS100010,HDB Socks Multi-Colored,FASHION ACCESSORIES,SOCK,1,13.77,,,TOURIST
2024-08-08,OR24080800510003,DORS,DO-P1,DF0001,10010938,QUINTESSENTIAL,QUIN100039,Quintessential Shawl,FASHION ACCESSORIES,SCARF,1,71.1,,,EXPATS
2024-08-08,OR24080800510004,DORS,DO-P1,DF0007,WALK-IN,TALKING TOES,TTOE100003,Talking Toes Crew Socks,FASHION ACCESSORIES,SOCK,1,14.9,,,LOCAL/PR
2024-08-08,OR24080800510005,DORS,DO-P1,DF0007,DO1100231964,SCENT JOURNER,SJNR1000002,The Blooming Jewel  10ml,BEAUTY AND WELLNESS,FRAGRANCE,1,41.4,,,TOURIST
2024-08-08,OR24080800510005,DORS,DO-P1,DF0007,DO1100231964,SYSTEM,MEMBER,Membership signup,0,0,1,0,,,Tourist
2024-08-08,OR24080800510006,DORS,DO-P1,DF0007,100210945,REBEL WITH A HEART,RBWH100002,Yuzu Pineapple Tart Confection  Petite ,FOOD,CONFECTION,1,16.68,,,EXPATS
2024-08-08,OR24080800510006,DORS,DO-P1,DF0007,100210945,TUTTLE,TUTT100019,Note Cards Batik 6,GIFTING / STATIONERY,GREETING CARD,1,11.39,,,EXPATS
2024-08-08,OR24080800510007,DORS,DO-P1,DF0001,DO1100231965,STRAIT LIGHTS,STRL100027,Botanic Gardens Bracelet - Corded Adjustable,FASHION ACCESSORIES,BRACELET,1,40.8,,,EXPATS
2024-08-08,OR24080800510007,DORS,DO-P1,DF0001,DO1100231965,STRAIT LIGHTS,STRL100037,East Coast Beach Bracelet 16cm,FASHION ACCESSORIES,BRACELET,1,40.8,,,EXPATS
2024-08-08,OR24080800510007,DORS,DO-P1,DF0001,DO1100231965,SYSTEM,MEMBER,Membership signup,0,0,1,0,,,Expats
2024-08-08,OR24080800520001,DORS,DO-P2,DF0001,100217536,EXTRA NOODLES,EXNO100002, Dark Clouds Classic Bowl Bear DOE T-Shirt White M,FASHION APPAREL,UNISEX TOP,1,53.91,,,Local/PR
2024-08-08,OR24080800520002,DORS,DO-P2,DF0001,WALK-IN,TALKING TOES,TTOE100003,Talking Toes Crew Socks,FASHION ACCESSORIES,SOCK,1,14.9,,,TOURIST
2024-08-08,OR24080800510008,DORS,DO-P1,DF0007,DO1100231966,SYSTEM,MEMBER,Membership signup,0,0,1,0,,,Tourist
2024-08-08,OR24080800510008,DORS,DO-P1,DF0007,DO1100231966,QUINTESSENTIAL,QUIN100033,Bling Crossbody,FASHION ACCESSORIES,BAG,1,85.5,,,TOURIST
2024-08-08,OR24080800520004,DORS,DO-P2,DF0001,DO1100230541,NYANA NYANA ECO FASHION,NYAN100264,Pearl homeware small bowl,SMALL HOME FURNISHING,HOMEWARE,1,13.5,,,EXPATS
2024-08-08,OR24080800520004,DORS,DO-P2,DF0001,DO1100230541,STRAIT LIGHTS,STRL100036,Raffles Strait Scenes Bracelet - 16cm,FASHION ACCESSORIES,BRACELET,1,40.8,,,EXPATS
2024-08-08,OR24080800520005,DORS,DO-P2,DF0001,DO2100225248,SYSTEM,MEMBER,Membership signup,0,0,1,0,,,Expats
2024-08-08,OR24080800520005,DORS,DO-P2,DF0001,DO2100225248,FRESHLY PRESSED SOCKS,FRPS100035,Singapore Skyline Socks Multi-Colored,FASHION ACCESSORIES,SOCK,1,13.77,,,EXPATS
2024-08-08,OR24080800510009,DORS,DO-P1,DF0003,DO1100231967,FRESHLY PRESSED SOCKS,FRPS100080,  Logan Socks Multi-colored  ,FASHION ACCESSORIES,SOCK,1,13.77,,,LOCAL/PR
2024-08-08,OR24080800510009,DORS,DO-P1,DF0003,DO1100231967,FRESHLY PRESSED SOCKS,FRPS100081,  Wade Socks Multi-colored  ,FASHION ACCESSORIES,SOCK,1,13.77,,,LOCAL/PR
2024-08-08,OR24080800510009,DORS,DO-P1,DF0003,DO1100231967,SYSTEM,MEMBER,Membership signup,0,0,1,0,,,Local/PR
2024-08-08,OR24080800510010,DORS,DO-P1,DF0007,10024757,PHOTO PHACTORY,PHPH100041,CHINESE TAI TAI COLLECTION COASTERS,SMALL HOME FURNISHING,TABLEWARE,1,64.6,,,EXPATS
2024-08-08,OR24080800510010,DORS,DO-P1,DF0007,10024757,SAYANG FROM SU YIN,SYGS100012,Singapore Stubby Holder Set of 6    ,SMALL HOME FURNISHING,TABLEWARE,1,49.05,,,EXPATS
2024-08-08,OR24080800510011,DORS,DO-P1,DF0007,10024757,PURPLEANDPURE,PURP100022,Sending you a hug -  Plantable Greeting card,GIFTING / STATIONERY,STATIONERY,1,5.85,,,LOCAL/PR
2024-08-08,OR24080800510011,DORS,DO-P1,DF0007,10024757,PURPLEANDPURE,PURP100020,Hooray its your Birthday - Plantable Greeting card,GIFTING / STATIONERY,STATIONERY,1,5.85,,,LOCAL/PR
2024-09-21,OR24092100510026,DORS,DO-P1,DF0027,WALK-IN,CAELI ECO LUXE,CAEL100179,High Waist Wide Leg Denim Pants Blue XL,FASHION APPAREL,LADIES BOTTOM,1,119,,,Tourist
2024-09-02,OR24090200510026,DORS,DO-P1,DF0027,DO1100232280,CAELI ECO LUXE,CAEL100208,Overlay Belted Wrap Skirt Khaki XS,FASHION APPAREL,LADIES BOTTOM,1,129,,,EXPATS
2024-08-27,OR24082700510018,DORS,DO-P1,DF0025,WALK-IN,CAELI ECO LUXE,CAEL100209,Overlay Belted Wrap Skirt Khaki S,FASHION APPAREL,LADIES BOTTOM,1,129,"
REFUND REASON: 1",,TOURIST
2024-09-28,OR24092800510008,DORS,DO-P1,DF0003,DO1100232583,CAELI ECO LUXE,CAEL100216,Contrast Stitch Tab Hem Pants Khaki L,FASHION APPAREL,LADIES BOTTOM,1,119,,,LOCAL/PR
2024-07-04,OR24070400510013,DORS,DO-P1,df0007,WALK-IN,CAELI ECO LUXE,CAEL100221,Twist Front Dress Khaki L,FASHION APPAREL,DRESS,1,199,,,Local/PR
2024-09-22,OR24092200520012,DORS,DO-P2,DF0016,DO2100225481,CAELI ECO LUXE,CAEL100223,Pleat Crop Top White XS,FASHION APPAREL,LADIES TOP,1,99,,,TOURIST
2024-07-07,OR24070700510009,DORS,DO-P1,df0019,WALK-IN,CAELI ECO LUXE,CAEL100225,Pleat Crop Top White M,FASHION APPAREL,LADIES TOP,1,99,,,Local/PR
2024-08-10,OR24081000520046,DORS,DO-P2,DF0024,DO2100225288,CAELI ECO LUXE,CAEL100225,Pleat Crop Top White M,FASHION APPAREL,LADIES TOP,1,89.1,,,
2024-09-15,OR24091500520027,DORS,DO-P2,DF0025,WALK-IN,CAELI ECO LUXE,CAEL100232,Pleat Crop Top Black XL,FASHION APPAREL,LADIES TOP,1,99,,,TOURIST
2024-07-26,OR24072600510010,DORS,DO-P1,DF0019,WEB00324,CAELI ECO LUXE,CAEL100235,Wrap Dress with Cutout Detail  Khaki M,FASHION APPAREL,DRESS,1,229,,,
2024-07-30,OR24073000520003,DORS,DO-P2,DF0003,DO2100225191,CAELI ECO LUXE,CAEL100235,Wrap Dress with Cutout Detail  Khaki M,FASHION APPAREL,DRESS,1,229,,,TOURIST
2024-08-09,OR24080900510038,DORS,DO-P1,DF0001,DO1100231993,CAELI ECO LUXE,CAEL100240,Crop Vest Top Khaki L,FASHION APPAREL,LADIES TOP,1,98.1,,,LOCAL/PR
2024-09-16,OR24091600510045,DORS,DO-P1,DF0017,DO1100232445,CAELI ECO LUXE,CAEL100250,Denim Wrap Skirt Midnight Blue S,FASHION APPAREL,LADIES BOTTOM,1,129,,,LOCAL/PR
2024-09-28,OR24092800510008,DORS,DO-P1,DF0003,DO1100232583,CAELI ECO LUXE,CAEL100251,Denim Wrap Skirt Midnight Blue M,FASHION APPAREL,LADIES BOTTOM,1,129,,,LOCAL/PR
2024-07-22,OR24072200520005,DORS,DO-P2,DF0001,WALK-IN,CAELI ECO LUXE,CAEL100252,Denim Wrap Skirt Midnight Blue L,FASHION APPAREL,LADIES BOTTOM,1,129,,,TOURIST
2024-09-14,OR24091400510029,DORS,DO-P1,DF0016,DO2100224300,CAELI ECO LUXE,CAEL100256,Wide Leg Denim Pants Midnight Blue M,FASHION APPAREL,LADIES BOTTOM,1,129,,,LOCAL/PR
2024-07-20,OR24072000520049,DORS,DO-P2,DF0003,WALK-IN,CAELI ECO LUXE,CAEL100256,Wide Leg Denim Pants Midnight Blue M,FASHION APPAREL,LADIES BOTTOM,1,129,,,LOCAL/PR
2024-08-30,OR24083000510029,DORS,DO-P1,DF0015,DO1100232231,CAELI ECO LUXE,CAEL100258,Wide Leg Denim Pants Midnight Blue XL,FASHION APPAREL,LADIES BOTTOM,1,129,,,TOURIST
2024-08-12,OR24081200520003,DORS,DO-P2,DF0027,10028517,CAELI ECO LUXE,CAEL100259,Pleat Wrap Skirt Cream Green XS,FASHION APPAREL,LADIES BOTTOM,1,159,,,LOCAL/PR
2024-08-16,OR24081600510033,DORS,DO-P1,DF0019,WALK-IN,CAELI ECO LUXE,CAEL100259,Pleat Wrap Skirt Cream Green XS,FASHION APPAREL,LADIES BOTTOM,1,159,,,TOURIST
2024-08-15,OR24081500510018,DORS,DO-P1,DF0001,WALK-IN,CAELI ECO LUXE,CAEL100260,Pleat Wrap Skirt Cream Green S,FASHION APPAREL,LADIES BOTTOM,1,159,,,TOURIST
2024-08-27,OR24082700510012,DORS,DO-P1,DF0015,WEB00383,CAELI ECO LUXE,CAEL100261,Pleat Wrap Skirt Cream Green M,FASHION APPAREL,LADIES BOTTOM,1,159,,,LOCAL/PR
2024-08-16,OR24081600510033,DORS,DO-P1,DF0019,WALK-IN,CAELI ECO LUXE,CAEL100264,Bralette Top Cream Green XS,FASHION APPAREL,LADIES TOP,1,89,,,TOURIST
2024-09-28,OR24092800510042,DORS,DO-P1,DF0019,DO1100232590,CAELI ECO LUXE,CAEL100264,Bralette Top Cream Green XS,FASHION APPAREL,LADIES TOP,1,89,,,TOURIST
2024-08-09,OR24080900520046,DORS,DO-P2,DF0027,WALK-IN,CAELI ECO LUXE,CAEL100266,Bralette Top Cream Green M,FASHION APPAREL,LADIES TOP,1,80.1,,,TOURIST
2024-07-07,OR24070700520008,DORS,DO-P2,DF0001,10029861,CAELI ECO LUXE,CAEL100269,Twist Front Dress Navy White XS,FASHION APPAREL,DRESS,1,209,,,Local/PR
2024-07-17,OR24071700510010,DORS,DO-P1,DF0017,DO1100231602,CAELI ECO LUXE,CAEL100269,Twist Front Dress Navy White XS,FASHION APPAREL,DRESS,1,209,,,
